package_id,weight_kg,volume_cm3,fragility,transport_type,handling_events,distance_km,route_complexity,packaging_quality,weather_condition,temperature_c,humidity_percent,vibration_level,drop_incidents,driver_experience_yrs,time_of_day,delivery_delay_min,fragile_label_handling,road_condition,region,damaged
PCKG06088,10.7,5991,High,Bike,4,849,1,Medium,Storm,29.4,85.8,8.7,2,11,Evening,59,No,Smooth,South India,1
PCKG06089,35.61,888,Low,Van,9,943,5,High,Storm,9.3,27.4,8.29,1,9,Night,30,Yes,Smooth,West India,1
PCKG06090,1.55,11054,Medium,Truck,5,307,8,Medium,Clear,-2.5,79.2,1.94,0,1,Evening,40,Yes,Construction,North India,0
PCKG06091,21.24,19154,Low,Air,10,374,10,Low,Storm,10,53.2,6.04,1,7,Afternoon,66,Yes,Construction,South India,0
PCKG06092,38.91,8130,Medium,Bike,14,855,6,Medium,Clear,10.9,64.8,6.63,1,2,Afternoon,71,No,Gravel,North-East India,0
PCKG06093,17.27,8693,Low,Truck,7,279,1,Medium,Storm,32,79.7,0.52,3,7,Evening,89,Yes,Smooth,Central India,0
PCKG06094,28.4,19394,Low,Bike,2,74,5,Medium,Clear,19.7,42.9,3.28,1,7,Afternoon,23,Yes,Smooth,East India,0
PCKG06095,10.65,14045,High,Van,9,51,6,High,Clear,18.6,80.9,1.04,3,0,Evening,14,No,Smooth,Central India,1
PCKG06096,37.23,14524,Medium,Van,5,121,9,Medium,Fog,21.9,64.2,4.17,2,14,Morning,100,Yes,Gravel,West India,0
PCKG06097,3.09,11473,Medium,Air,5,521,9,Medium,Clear,20.3,39.5,7.27,0,7,Afternoon,37,Yes,Construction,North-East India,0
PCKG06098,42.7,19505,Medium,Truck,4,1282,5,High,Snow,25.7,84.4,8.05,3,12,Evening,78,Yes,Potholes,North-East India,0
PCKG06099,10.31,13933,Medium,Air,8,836,3,High,Snow,35.7,24,7.63,1,13,Morning,116,No,Gravel,South India,1
PCKG06100,43.78,17953,Low,Bike,11,623,6,High,Snow,34.4,61.3,2.72,2,1,Afternoon,107,Yes,Construction,North India,0
PCKG06101,17.95,14138,Low,Truck,4,760,8,Medium,Snow,17.3,21.2,1.49,3,13,Night,115,Yes,Smooth,North-East India,0
PCKG06102,36.27,14835,High,Truck,2,1201,5,High,Fog,33.1,25.7,8.72,3,9,Afternoon,98,Yes,Construction,East India,0
PCKG06103,16.3,6163,Low,Truck,5,964,8,Medium,Clear,33.8,27,7.43,2,14,Night,119,Yes,Smooth,West India,1
PCKG06104,45.34,6418,Medium,Truck,3,1457,1,Medium,Clear,30.5,82.6,7.55,0,5,Night,37,No,Smooth,North-East India,1
PCKG06105,6.77,15768,Low,Air,4,40,8,High,Fog,-3.1,59.1,2.71,2,11,Morning,80,Yes,Smooth,South India,0
PCKG06106,9.34,6286,Low,Truck,3,909,2,Medium,Clear,24.8,38.2,5.72,0,0,Afternoon,119,Yes,Smooth,North India,0
PCKG06107,24.9,11474,Low,Truck,7,411,7,Medium,Rain,9.1,47.3,8.98,0,3,Night,115,Yes,Potholes,East India,1
PCKG06108,4.56,5362,Medium,Truck,14,1444,2,High,Storm,34.3,78.7,8.34,1,14,Morning,94,Yes,Gravel,East India,0
PCKG06109,10.2,16431,Medium,Truck,6,416,3,Medium,Fog,7.8,59.9,2.67,3,6,Afternoon,65,Yes,Smooth,East India,0
PCKG06110,47.22,2655,Low,Truck,2,492,5,Medium,Fog,36.3,22.2,9.51,2,10,Morning,4,Yes,Construction,East India,0
PCKG06111,48.84,16674,Low,Truck,11,783,10,Low,Rain,22.7,81,3.79,0,6,Night,1,No,Smooth,North India,0
PCKG06112,19.12,12253,High,Truck,14,836,7,Medium,Rain,24,57.7,5.73,2,12,Night,1,No,Smooth,South India,1
PCKG06113,46.2,4145,Low,Bike,8,1349,9,Medium,Clear,34.9,33.7,7.31,3,5,Afternoon,89,Yes,Gravel,South India,0
PCKG06114,27.47,11070,High,Truck,5,1101,5,Medium,Clear,39.3,70.1,2.51,2,4,Evening,37,Yes,Smooth,North India,0
PCKG06115,13.85,6009,High,Bike,6,648,1,Low,Clear,8.9,57.4,3.93,4,3,Afternoon,36,Yes,Smooth,East India,1
PCKG06116,35.27,6808,High,Truck,8,417,3,Low,Clear,-1,33.3,9.29,2,6,Night,9,Yes,Smooth,Central India,0
PCKG06117,33.12,7355,High,Truck,11,128,5,Medium,Fog,27.6,65.5,0.76,0,12,Morning,90,No,Gravel,East India,1
PCKG06118,49.46,1735,Low,Truck,11,1413,3,High,Storm,-1.8,64.9,0.2,1,4,Night,71,Yes,Smooth,North-East India,0
PCKG06119,13.62,19726,High,Truck,12,1010,8,Medium,Clear,19,86.8,9.65,4,6,Morning,73,Yes,Smooth,South India,1
PCKG06120,33.77,1115,High,Truck,7,657,8,Medium,Clear,10.5,38.5,8.75,1,0,Evening,98,No,Smooth,North India,1
PCKG06121,3.08,13419,High,Truck,11,236,1,Medium,Clear,12.5,58.4,8,1,6,Morning,23,No,Smooth,North-East India,0
PCKG06122,6.13,7739,Low,Truck,3,437,8,Medium,Clear,5.6,42.5,3.34,3,1,Evening,23,Yes,Construction,North-East India,0
PCKG06123,0.69,13097,High,Air,2,495,4,High,Snow,26.5,40.9,3.77,1,13,Morning,94,No,Smooth,East India,0
PCKG06124,49.97,7447,Medium,Truck,3,90,6,High,Fog,20.7,55.4,8.97,1,10,Afternoon,3,Yes,Potholes,North-East India,1
PCKG06125,40.21,13638,Medium,Air,8,1058,10,Medium,Clear,37.9,70,9.75,2,0,Afternoon,39,Yes,Smooth,North India,0
PCKG06126,39.44,14720,Low,Air,4,1228,8,Medium,Clear,11,62.3,0.61,4,8,Night,13,Yes,Potholes,East India,0
PCKG06127,25.73,13966,Low,Air,8,879,2,Medium,Fog,12.7,28.2,4.68,4,11,Night,99,Yes,Smooth,Central India,0
PCKG06128,15.35,2722,High,Truck,4,160,8,Medium,Rain,2.4,84.6,4.01,2,14,Night,25,Yes,Potholes,North India,1
PCKG06129,7.99,13309,Medium,Air,7,761,7,Low,Clear,22.5,69.6,7.37,0,3,Night,11,Yes,Smooth,Central India,1
PCKG06130,14.59,5960,Low,Truck,13,902,4,Medium,Clear,-0.7,60.6,4.93,4,14,Morning,115,Yes,Gravel,North India,0
PCKG06131,19.11,1062,High,Truck,6,536,5,Medium,Clear,38.6,30.1,0.79,4,3,Evening,115,Yes,Gravel,East India,0
PCKG06132,37.94,8589,Low,Truck,10,156,6,Medium,Clear,36,29.4,1.67,4,10,Morning,26,Yes,Potholes,North India,0
PCKG06133,27.21,8954,Low,Van,1,1105,3,High,Clear,26.5,40.5,3.07,3,3,Afternoon,5,Yes,Gravel,Central India,0
PCKG06134,4.34,9610,Low,Truck,13,1356,2,Medium,Fog,9.3,84.6,7.87,4,1,Night,26,No,Potholes,South India,1
PCKG06135,1.39,14244,Low,Van,11,176,2,Medium,Clear,11,30.3,7.74,0,2,Morning,13,Yes,Smooth,Central India,1
PCKG06136,5.57,6522,Low,Truck,8,1433,4,Medium,Clear,-1.1,65.8,7.72,4,12,Afternoon,107,Yes,Smooth,East India,1
PCKG06137,20.82,6648,Low,Van,6,1434,7,Medium,Clear,6.1,65.1,7.77,0,2,Night,21,Yes,Gravel,South India,1
PCKG06138,46.69,1681,Low,Van,2,766,1,Medium,Clear,10.9,26.4,4.16,4,14,Afternoon,48,Yes,Smooth,South India,0
PCKG06139,32.05,13893,Medium,Van,5,1390,1,Medium,Snow,15.2,69.5,6.15,0,12,Afternoon,19,Yes,Construction,Central India,1
PCKG06140,40.19,11573,High,Truck,12,1156,4,High,Clear,15.9,53.3,1.45,2,0,Night,2,Yes,Smooth,South India,1
PCKG06141,23.59,7314,Medium,Air,2,1364,9,High,Rain,34.8,55.1,2.24,4,7,Morning,72,Yes,Smooth,East India,0
PCKG06142,18.4,14251,Low,Van,10,697,5,Low,Clear,15.2,20.4,3.24,0,12,Night,79,Yes,Smooth,North India,0
PCKG06143,5.87,10978,Low,Truck,7,1293,1,Low,Clear,38.1,82.8,5.13,3,7,Morning,105,Yes,Construction,Central India,1
PCKG06144,43.86,9650,High,Truck,11,199,3,Medium,Clear,-1.2,62.7,1.84,3,2,Afternoon,72,Yes,Construction,East India,1
PCKG06145,39.27,10471,High,Air,10,104,6,Medium,Rain,4.5,62.3,8.74,2,9,Afternoon,48,Yes,Construction,North-East India,1
PCKG06146,8.82,12909,Low,Truck,6,1399,3,Medium,Fog,12.5,47.2,6.21,1,6,Morning,95,Yes,Construction,East India,0
PCKG06147,25.86,13370,Low,Air,7,1006,6,Medium,Rain,35,69.1,5.37,3,9,Morning,97,Yes,Smooth,North-East India,0
PCKG06148,24.63,6135,Medium,Truck,6,913,6,High,Fog,0.5,78.3,0.16,4,7,Evening,24,Yes,Smooth,North India,0
PCKG06149,31.44,3244,Medium,Bike,10,432,5,Medium,Clear,11,54.7,5.62,2,4,Morning,26,No,Construction,North-East India,0
PCKG06150,47.34,3554,Low,Truck,1,591,10,Medium,Rain,0,58.2,9.16,0,2,Evening,90,Yes,Gravel,Central India,0
PCKG06151,29.2,12968,Medium,Truck,3,924,5,Medium,Fog,29.8,34.6,2.24,0,4,Night,1,Yes,Construction,North India,0
PCKG06152,27.24,17521,Medium,Truck,10,1161,9,High,Clear,7.7,44.7,2.21,0,12,Evening,21,Yes,Potholes,North India,0
PCKG06153,2.99,8485,High,Air,2,260,3,Medium,Clear,14.5,52.8,9.15,0,14,Morning,65,Yes,Construction,Central India,0
PCKG06154,3.61,3806,Low,Truck,1,1478,10,Low,Clear,31.8,66.3,8.33,4,0,Afternoon,47,No,Smooth,West India,0
PCKG06155,9.77,15254,High,Air,1,725,7,Medium,Clear,2.6,85.2,6.81,3,10,Morning,52,Yes,Potholes,South India,0
PCKG06156,2.11,16734,Low,Air,4,408,4,High,Clear,37.6,29.6,7.33,0,4,Evening,118,Yes,Construction,West India,0
PCKG06157,37.3,17671,Medium,Truck,11,964,2,High,Clear,12.7,57,0.59,4,11,Evening,0,Yes,Potholes,Central India,1
PCKG06158,36.3,12333,Medium,Truck,1,584,10,Medium,Clear,9.9,62.8,7.61,2,11,Evening,53,Yes,Smooth,West India,0
PCKG06159,7.23,17284,Low,Truck,2,1082,3,Low,Clear,3.6,77.8,7.45,4,6,Afternoon,103,Yes,Gravel,Central India,0
PCKG06160,41.89,801,Medium,Truck,1,411,3,Medium,Rain,16,79.1,0.5,2,14,Morning,38,No,Construction,West India,1
PCKG06161,8.16,2591,Low,Truck,13,1413,3,High,Clear,39.1,66.2,7.9,3,11,Morning,9,Yes,Smooth,West India,0
PCKG06162,15.41,2305,Low,Bike,12,246,3,High,Snow,17.1,33.6,6.41,0,14,Afternoon,119,Yes,Smooth,East India,1
PCKG06163,12.82,14396,Low,Van,12,51,10,Medium,Storm,15.3,74.6,5.71,1,12,Afternoon,11,Yes,Construction,South India,0
PCKG06164,18.93,1857,Medium,Truck,6,119,6,High,Rain,-4.7,60.5,5.14,2,10,Afternoon,36,Yes,Potholes,North-East India,0
PCKG06165,13.11,10179,Low,Bike,11,1021,6,High,Clear,7.9,87.3,5.14,1,0,Afternoon,45,Yes,Potholes,North-East India,0
PCKG06166,24.7,9718,High,Van,4,810,9,Medium,Storm,5.3,86.7,2.34,4,11,Night,16,No,Gravel,North India,0
PCKG06167,20.67,6559,Low,Air,8,134,8,Medium,Clear,-3.2,58.6,0.03,4,7,Morning,2,Yes,Smooth,East India,0
PCKG06168,49.34,17473,Low,Air,11,1183,10,Medium,Clear,15.1,86,9.6,1,12,Afternoon,84,Yes,Smooth,Central India,1
PCKG06169,3.27,3823,Low,Air,5,998,7,Medium,Rain,1.1,21.8,4.61,3,12,Night,75,Yes,Smooth,Central India,0
PCKG06170,7.54,7373,Medium,Truck,14,499,2,Medium,Rain,17.6,84.1,0.43,0,10,Morning,58,Yes,Construction,North India,0
PCKG06171,3.11,15596,Low,Air,10,86,10,Medium,Clear,15.5,87.5,3.31,4,6,Afternoon,111,No,Gravel,East India,0
PCKG06172,31.48,1093,Low,Van,5,969,2,Medium,Clear,5,88.5,3.73,1,4,Afternoon,26,Yes,Potholes,East India,1
PCKG06173,3.2,13623,Low,Truck,11,673,1,Low,Clear,30.9,74.5,8.71,1,10,Night,14,Yes,Smooth,South India,1
PCKG06174,41.9,16420,Low,Truck,11,1053,7,High,Snow,36.7,32.6,3.42,2,0,Afternoon,100,Yes,Construction,North-East India,0
PCKG06175,25.84,18679,Medium,Truck,8,1362,7,Low,Fog,1,88.2,8.79,1,8,Morning,44,Yes,Smooth,East India,1
PCKG06176,26.59,17588,Medium,Truck,11,1210,1,High,Rain,-0.6,50,4.43,1,7,Night,40,Yes,Smooth,East India,0
PCKG06177,28.3,6728,Low,Truck,10,1460,6,High,Clear,10.5,53,1.67,2,4,Evening,66,Yes,Potholes,Central India,1
PCKG06178,8.96,11934,Low,Bike,6,1202,7,Medium,Clear,22.5,21.1,2.86,2,9,Afternoon,4,No,Smooth,South India,0
PCKG06179,10.29,2007,High,Bike,6,813,1,Medium,Clear,23.4,44,8.48,4,8,Morning,33,Yes,Gravel,South India,0
PCKG06180,16.28,5528,Low,Truck,3,1069,6,Low,Rain,23.1,38,1.6,3,2,Night,62,Yes,Construction,East India,1
PCKG06181,29.88,2337,High,Truck,13,449,10,Low,Rain,20.9,51.5,6.15,4,12,Morning,97,No,Potholes,North-East India,1
PCKG06182,10.9,6646,Low,Air,6,873,9,Medium,Fog,12.4,38.8,7.26,3,5,Evening,84,Yes,Smooth,East India,1
PCKG06183,6.26,17566,Low,Truck,10,1423,1,Medium,Clear,30.2,51.3,3.12,0,5,Evening,12,Yes,Smooth,North India,0
PCKG06184,48.52,7270,Medium,Truck,13,1316,2,High,Fog,37.9,30.3,8.04,2,9,Afternoon,88,Yes,Smooth,East India,0
PCKG06185,1.59,11457,High,Bike,7,565,2,Medium,Snow,21.5,86.6,3.13,4,8,Evening,13,No,Potholes,North-East India,1
PCKG06186,40.23,8951,Low,Truck,2,1290,10,High,Clear,4.9,66.5,2.72,2,10,Night,81,No,Construction,West India,0
PCKG06187,39.51,9449,Low,Truck,3,61,3,Medium,Clear,20.3,89.2,0.75,2,7,Evening,60,Yes,Smooth,North-East India,0
PCKG06188,15.21,19407,Low,Truck,6,10,4,Low,Rain,29,20.3,5.85,3,13,Night,119,Yes,Gravel,Central India,0
PCKG06189,7.21,6275,High,Air,10,949,7,Low,Clear,32.3,78.5,5.32,1,4,Afternoon,108,Yes,Smooth,West India,1
PCKG06190,7.71,12733,Medium,Bike,9,583,3,Medium,Fog,27.3,25.9,6.62,1,7,Morning,2,Yes,Construction,North-East India,0
PCKG06191,35.02,8691,Low,Truck,13,919,7,Low,Clear,35.1,74.2,4.68,2,2,Morning,2,Yes,Construction,South India,0
PCKG06192,32.32,1692,Low,Truck,9,166,5,Medium,Clear,37.8,84.6,2.06,4,7,Evening,44,Yes,Construction,Central India,0
PCKG06193,39.25,10042,Low,Bike,8,1325,5,Medium,Snow,17.1,29.8,1.04,4,12,Night,95,Yes,Smooth,West India,0
PCKG06194,46.91,16360,Low,Air,8,779,7,Medium,Snow,19.3,86.9,4.99,3,9,Evening,109,Yes,Smooth,East India,1
PCKG06195,34.75,2426,Low,Bike,9,61,7,Medium,Rain,10.2,50.5,5.37,0,14,Evening,17,Yes,Potholes,West India,0
PCKG06196,8.21,1857,Medium,Air,11,532,7,High,Clear,24.7,44.1,9.32,4,2,Afternoon,31,No,Gravel,West India,1
PCKG06197,12.55,3496,Low,Bike,11,1087,9,Medium,Clear,21.8,75.7,4.95,0,6,Night,95,Yes,Gravel,East India,0
PCKG06198,42.19,15406,Low,Air,9,1194,1,High,Clear,3,79.7,9.33,2,13,Morning,99,No,Construction,North-East India,0
PCKG06199,10.86,14618,Medium,Air,10,550,1,Low,Rain,26.2,78.6,6.35,3,2,Morning,43,Yes,Smooth,North-East India,0
PCKG06200,4.09,11518,Low,Air,11,50,3,Medium,Snow,31.2,63.7,1.5,3,14,Morning,92,No,Potholes,Central India,0
PCKG06201,35.31,9630,Low,Van,13,937,6,Medium,Storm,3.1,40.7,0.86,2,6,Afternoon,102,Yes,Construction,North India,0
PCKG06202,20.43,17822,Low,Truck,9,815,2,Medium,Snow,2.4,39.4,9.62,2,0,Evening,36,Yes,Gravel,North-East India,1
PCKG06203,46.04,15451,Low,Van,5,51,9,High,Clear,23.8,36,2.04,0,10,Morning,98,Yes,Potholes,East India,0
PCKG06204,32.69,16333,High,Bike,6,1418,1,Low,Rain,0.2,30.3,3.48,4,8,Evening,26,Yes,Potholes,East India,0
PCKG06205,4.98,16359,Medium,Air,5,256,5,Low,Fog,31.4,47.5,0.35,4,2,Afternoon,39,Yes,Gravel,Central India,1
PCKG06206,47.42,13033,Low,Truck,13,170,7,Low,Clear,23.9,79.9,2.75,1,10,Evening,23,Yes,Construction,South India,0
PCKG06207,13.3,9431,Low,Bike,1,372,10,Low,Rain,-3.5,89.7,9.56,0,0,Afternoon,55,Yes,Smooth,North-East India,0
PCKG06208,17.19,17361,Low,Air,4,1407,3,Low,Clear,29.7,68.6,0.91,3,14,Evening,35,Yes,Gravel,East India,0
PCKG06209,20.41,18557,Medium,Truck,14,1345,2,Medium,Clear,17.9,30.9,8.99,0,8,Afternoon,98,No,Smooth,North India,1
PCKG06210,3.04,964,Medium,Bike,11,1160,3,Low,Clear,17.3,67.1,0.66,0,13,Evening,103,Yes,Construction,North India,0
PCKG06211,25.08,1505,Low,Air,13,1417,7,Low,Clear,9,39.3,6.51,2,8,Morning,5,Yes,Smooth,East India,0
PCKG06212,6.6,19195,Low,Truck,1,586,1,Medium,Storm,7.8,70.2,4.95,2,9,Morning,70,Yes,Smooth,East India,0
PCKG06213,20.35,5905,Low,Truck,12,576,8,Medium,Clear,17.5,36.5,7.31,2,6,Afternoon,77,No,Construction,East India,0
PCKG06214,17.86,17531,Medium,Bike,1,352,3,Low,Fog,-4.9,31.5,7.78,2,12,Evening,16,No,Smooth,East India,1
PCKG06215,38.76,8082,High,Bike,3,849,5,High,Fog,30.8,64.4,6.78,2,5,Afternoon,60,Yes,Potholes,South India,1
PCKG06216,40.26,2822,High,Truck,7,622,10,Medium,Fog,30.3,68,1.96,0,11,Morning,26,Yes,Smooth,East India,0
PCKG06217,8.09,2069,Low,Truck,1,501,5,Medium,Clear,28.1,32.9,6.34,2,12,Evening,105,Yes,Smooth,Central India,0
PCKG06218,18.64,3552,Medium,Truck,7,700,6,High,Clear,22.1,55.8,6.18,4,12,Afternoon,43,No,Potholes,Central India,0
PCKG06219,18.98,5373,Medium,Truck,10,515,7,High,Clear,8.3,81.6,8.5,4,12,Morning,69,Yes,Gravel,South India,0
PCKG06220,7.99,10026,High,Truck,14,456,1,Low,Fog,24.6,67.9,1.14,1,13,Morning,2,Yes,Gravel,West India,1
PCKG06221,40.02,14179,Low,Air,10,547,6,Low,Clear,0.8,67.3,6.03,4,1,Night,38,Yes,Smooth,South India,1
PCKG06222,35.51,19735,Medium,Bike,13,220,2,High,Clear,6.9,70.6,2.06,1,13,Night,34,Yes,Construction,East India,0
PCKG06223,9.92,9109,Low,Air,1,474,10,Medium,Clear,-3,44.5,6.64,4,6,Morning,65,Yes,Potholes,West India,1
PCKG06224,18.65,10605,Medium,Truck,9,857,3,Medium,Fog,33.7,34.4,5.18,3,4,Night,82,Yes,Smooth,West India,0
PCKG06225,5.74,10675,Low,Truck,5,308,5,Medium,Fog,32.3,71.3,1.9,1,6,Afternoon,105,Yes,Smooth,North India,0
PCKG06226,31.6,11019,Medium,Truck,13,302,1,Medium,Clear,15.3,76.8,1.23,0,5,Night,86,Yes,Potholes,Central India,0
PCKG06227,6.51,10596,High,Air,6,1374,7,High,Clear,14.7,82.7,6.99,2,6,Evening,16,No,Construction,North-East India,1
PCKG06228,49.3,671,Low,Air,12,290,1,Medium,Clear,36.7,75.7,8.18,1,9,Afternoon,8,Yes,Smooth,South India,1
PCKG06229,39.14,534,Medium,Air,9,1016,8,High,Snow,25.4,44.2,3.7,4,6,Night,103,Yes,Smooth,North-East India,1
PCKG06230,19.82,2404,Low,Truck,11,130,6,Medium,Clear,26.9,52.7,6.22,0,3,Night,8,Yes,Smooth,North-East India,0
PCKG06231,29.14,2480,Low,Air,3,55,1,Medium,Clear,11.2,74.6,8.06,4,11,Evening,34,No,Smooth,South India,1
PCKG06232,45.61,14245,Low,Bike,3,1447,7,Low,Rain,8.1,57.6,7.24,0,7,Afternoon,8,Yes,Smooth,South India,0
PCKG06233,27.93,4496,Low,Air,5,1079,10,High,Clear,0.1,59,7.29,4,0,Afternoon,11,Yes,Construction,East India,0
PCKG06234,9.14,17947,High,Bike,13,475,3,High,Rain,-1.7,86,5.58,2,12,Afternoon,66,Yes,Smooth,East India,0
PCKG06235,19.25,18608,Low,Bike,13,1404,7,High,Clear,35.7,87,1.37,3,12,Evening,100,Yes,Construction,North India,0
PCKG06236,42.24,19530,Medium,Truck,7,1393,8,Low,Snow,35.8,73.3,9.47,4,0,Night,84,Yes,Gravel,North-East India,1
PCKG06237,32.39,18812,High,Bike,3,1260,10,Medium,Rain,5.2,76.7,3.07,4,1,Afternoon,56,Yes,Smooth,South India,1
PCKG06238,32.71,5802,High,Truck,4,674,3,High,Clear,-3.3,38.5,1.14,1,12,Evening,91,Yes,Construction,West India,1
PCKG06239,43.41,10441,Medium,Truck,14,1334,5,High,Snow,10.6,61.6,8.64,2,14,Evening,96,Yes,Smooth,Central India,1
PCKG06240,44.75,3921,Low,Truck,2,442,10,High,Snow,37.8,53.5,8.83,0,7,Morning,97,Yes,Smooth,East India,1
PCKG06241,46.03,16221,High,Van,9,1279,2,Medium,Fog,8.7,22.9,8.76,1,12,Evening,42,Yes,Potholes,West India,0
PCKG06242,5.2,17824,Low,Truck,10,855,2,High,Rain,33.9,81.8,5.16,2,14,Morning,21,Yes,Construction,North India,0
PCKG06243,27.43,17100,High,Air,9,346,1,Medium,Storm,31.7,40.7,3.09,2,14,Morning,100,Yes,Construction,North-East India,1
PCKG06244,37.16,8951,Medium,Van,13,1160,3,Medium,Rain,37.5,85.2,8.12,1,7,Morning,59,Yes,Smooth,South India,0
PCKG06245,37.97,15294,Medium,Van,11,753,4,High,Rain,17.4,64.6,9.28,0,13,Night,29,No,Smooth,North India,0
PCKG06246,30.53,2403,Low,Air,2,528,3,Low,Rain,36.5,76.9,0.1,3,13,Afternoon,30,Yes,Smooth,North-East India,0
PCKG06247,8.76,1285,Medium,Air,5,659,8,High,Clear,28.4,52.1,9.06,1,6,Night,79,Yes,Smooth,West India,0
PCKG06248,39.97,15188,High,Truck,1,510,1,Medium,Clear,34.1,33.1,2.36,4,3,Night,115,Yes,Smooth,North India,0
PCKG06249,36.15,8794,High,Truck,8,403,5,Medium,Clear,28,81.2,7.95,3,1,Evening,98,Yes,Gravel,East India,1
PCKG06250,4.76,19913,Low,Bike,6,910,7,Medium,Clear,15.8,74.8,8.1,0,1,Night,64,Yes,Gravel,West India,0
PCKG06251,23.46,2396,High,Truck,14,1146,9,Medium,Rain,36.4,72.8,5.62,0,11,Morning,72,Yes,Smooth,West India,1
PCKG06252,9.11,17185,Low,Truck,10,65,1,High,Clear,31,34.9,4.38,1,9,Night,64,Yes,Smooth,Central India,0
PCKG06253,17.21,9860,Medium,Bike,10,1209,9,Low,Clear,23.9,56.5,2.25,1,5,Evening,86,No,Potholes,Central India,1
PCKG06254,1.4,16629,Medium,Bike,2,317,9,High,Clear,16.7,42.6,2.4,3,8,Afternoon,36,Yes,Smooth,East India,0
PCKG06255,20.32,16434,Low,Air,2,269,4,Medium,Clear,-0.7,62.9,4.98,3,4,Morning,81,Yes,Potholes,East India,0
PCKG06256,27.72,18362,Low,Bike,10,1057,10,High,Clear,31.7,57.3,1.43,4,14,Morning,3,Yes,Gravel,East India,0
PCKG06257,31.17,6308,Medium,Bike,5,1291,5,Medium,Rain,13.7,32.4,6.77,4,6,Morning,9,Yes,Construction,North India,0
PCKG06258,33.34,19021,Low,Truck,7,716,6,Low,Storm,11.2,63.7,0.32,4,2,Night,26,No,Smooth,Central India,1
PCKG06259,41.9,3458,Low,Truck,9,917,4,High,Clear,5.4,22.7,0.27,3,5,Morning,110,Yes,Gravel,West India,0
PCKG06260,11.17,2098,Medium,Van,9,343,6,High,Rain,19.4,25,5.1,2,8,Morning,1,Yes,Potholes,South India,0
PCKG06261,6.46,8917,High,Truck,12,1450,5,Low,Clear,32.3,32.8,2.66,3,3,Afternoon,54,Yes,Potholes,South India,1
PCKG06262,42.65,16652,Medium,Truck,11,93,3,High,Fog,8,60.5,4.77,4,3,Morning,67,Yes,Gravel,North India,1
PCKG06263,8.25,9732,Low,Bike,6,336,3,Medium,Storm,36.4,73.2,5.58,2,3,Night,39,Yes,Smooth,South India,0
PCKG06264,48.75,16671,Low,Truck,2,1459,9,High,Storm,12.9,74.8,3.11,4,2,Morning,96,Yes,Smooth,North India,0
PCKG06265,42.21,14729,Medium,Truck,6,156,5,Medium,Clear,38.6,39.4,8.79,2,8,Morning,104,Yes,Smooth,East India,0
PCKG06266,25.29,4584,Medium,Truck,1,712,3,Low,Clear,25.4,46.9,4.96,0,10,Night,7,Yes,Smooth,North-East India,1
PCKG06267,49.08,19003,Medium,Truck,11,130,8,High,Rain,11.5,36.4,8.22,3,13,Morning,14,Yes,Potholes,Central India,0
PCKG06268,5.32,1685,High,Truck,11,1071,8,High,Clear,39.3,22.5,8.93,0,4,Afternoon,60,Yes,Smooth,East India,1
PCKG06269,15.5,18016,Low,Air,13,425,3,Low,Storm,21.7,54.7,8.89,1,3,Evening,6,No,Potholes,North India,1
PCKG06270,32.09,6437,Low,Bike,2,257,7,Medium,Clear,29.6,58.2,0.66,0,2,Afternoon,109,Yes,Smooth,West India,1
PCKG06271,17.83,10253,High,Truck,12,1003,9,High,Storm,15.3,85.5,0.45,0,4,Afternoon,93,Yes,Potholes,West India,0
PCKG06272,46.45,8736,Medium,Truck,3,297,3,Medium,Clear,0.4,69.8,5.92,1,4,Afternoon,108,No,Smooth,East India,1
PCKG06273,3.75,3851,Medium,Truck,5,1245,8,High,Clear,38.4,85.4,4.1,3,5,Morning,23,Yes,Construction,South India,0
PCKG06274,27.7,7484,High,Van,10,173,1,Medium,Snow,9.5,39.6,7.72,4,4,Evening,19,Yes,Gravel,North-East India,1
PCKG06275,29.75,4262,High,Truck,1,738,3,High,Clear,36.3,70.7,9.54,3,7,Morning,54,Yes,Smooth,West India,0
PCKG06276,32.81,4476,Medium,Van,12,1413,4,High,Clear,35.8,61.9,0.67,4,11,Night,4,Yes,Smooth,North India,1
PCKG06277,13.16,4148,Low,Truck,10,20,3,Medium,Storm,-0.7,40.8,6.3,1,1,Morning,6,Yes,Construction,South India,0
PCKG06278,18.55,10036,High,Air,13,41,9,High,Clear,0.2,34.8,6.05,2,4,Afternoon,100,No,Smooth,North India,1
PCKG06279,42.26,16060,Medium,Truck,14,1449,10,High,Storm,22.5,40.4,8.69,1,1,Morning,1,No,Smooth,East India,0
PCKG06280,10.15,11595,Low,Truck,13,300,5,Medium,Fog,-3.4,88.6,3.14,3,12,Afternoon,73,No,Gravel,South India,0
PCKG06281,41.43,17918,Medium,Truck,13,439,3,Medium,Clear,14,21.6,5.16,2,2,Evening,76,Yes,Construction,West India,1
PCKG06282,28.35,12913,Low,Bike,5,324,3,High,Rain,18.8,83.3,9.41,1,13,Evening,20,Yes,Gravel,North-East India,0
PCKG06283,38.23,13942,High,Truck,5,538,2,Medium,Storm,3.9,74,9.96,3,4,Night,2,Yes,Gravel,West India,1
PCKG06284,35.82,13518,Low,Truck,4,1327,10,Medium,Clear,29.7,58.1,5.68,2,11,Evening,52,Yes,Smooth,Central India,1
